,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Class
0,-1.2388762,-1.1625721,0.71183926,-1.0300223,1.0040544,0.88102996,-0.27576882,1.1716472,0.33711928,-1.0734789,0.8075495,-0.71925586,-1.1809734,-1.1534952,0.60273397,0.8046097,0.864816,1.0872458,0.5712659,1.2833,-1.1961144,-0.28630733,0.32286432,0.8796129,0.71605647,0.9419218,0.1827478,-0.6327698,0.7067029,0.7864403,0.40772188,-0.67270046,1.1004431,0.5718798,0.5797649,0.08427911,1.223206,-1.3181164,-0.12076454,-0.9496786,-0.7168911,0.94065726,-1.218381,1.1814919,-1.2448113,-0.9526365,-1.1845534,-1.2720978,-1.1743522,-0.4402033,-1.099702,0.8123341,0.79961866,-1.1967613,-1.1153022,0.41500995,0.46110496,0.8992025,-1.2313695,-0.15883043,0.9911631,-0.34082878,0.9517011,-1.0780436,0.9991098,0.96158165,0.9488124,-1.2465022,-0.08165935,0.20000035,-1.1930895,-0.77320224,0.7903024,0.54672617,-1.192414,-1.1437658,0.9277268,0.50000244,-1.0761377,1.2961128,0.09379017,0.9186539,-1.119504,0.3792644,0.7345999,-0.24383312,-1.1041279,0.85256463,0.96993595,1.0248375,0.92702013,-1.1615382,0.6889532,1.039501,0.28282073,-1.0801888,-1.0776873,-0.58954895,0.8688126,0.5515217,0
1,-1.2295156,-1.1298294,0.71618605,-1.001224,1.1087139,0.9663452,-0.27335197,1.142067,0.45974347,-1.0158082,0.7121133,-0.7446967,-1.1525277,-1.196068,0.22422235,0.8258676,0.77116203,0.960764,1.0292704,1.368968,-1.1264883,-0.22082837,0.2910484,0.87537193,0.67926925,0.9292928,0.19138072,-0.7624632,0.6980518,0.846361,0.30472535,-0.7687961,0.9215895,0.87574655,0.65741426,0.6114685,1.1219231,-1.2503128,-0.0339371,-1.0212063,-0.73159593,0.8368016,-1.3256986,1.2774956,-1.2739002,-0.81652373,-1.132053,-1.2429599,-1.136478,-0.5746297,-1.0480106,0.81318474,0.7553206,-1.2017078,-1.1767738,0.42232242,0.44396925,0.8725373,-1.0455781,-0.20348322,1.0656419,-0.26946446,1.0074763,-1.0160129,1.0693911,0.9508981,0.9424025,-1.2288907,0.08941016,0.19251534,-1.1395851,-0.6708082,0.8442317,0.7278976,-1.2672747,-1.1317941,0.9480599,0.28796214,-1.1076154,1.1894971,0.06553196,0.88945633,-1.0919944,0.5103956,0.7765018,-0.34239617,-1.0498037,0.89090955,1.2217028,1.0048225,0.8750723,-1.1073141,0.4069458,0.8518917,0.35739693,-1.0907238,-1.0061783,-0.47309697,0.9161098,0.5981179,0
2,-0.9988041,-1.0035108,0.7917697,-1.0906767,1.0045229,0.4976152,0.41060504,0.854505,0.28546032,-1.1307645,0.7178576,-0.4394045,-0.9912408,-0.93961936,0.50740904,0.82642,0.73631305,0.81284356,0.72553515,0.788081,-1.0449125,-0.5382756,0.4398893,0.5289128,0.8546691,0.8829887,-0.022608973,0.36327055,0.8381446,0.84136385,0.64843893,-0.34031844,0.9687926,0.2418598,0.29206493,1.0088611,1.0100504,-0.7838042,-0.5742684,-0.99515045,-0.09768032,0.882515,-0.77894133,0.7972814,-0.87968016,-1.072571,-1.0560074,-1.2070793,-1.1001229,0.10415064,-1.0829943,0.92191213,0.62406594,-1.0681362,-1.0322695,0.5087915,0.47955954,0.87789506,-0.85337174,0.21040152,0.9183977,-0.65550286,0.86010355,-1.0657223,0.9515862,0.95921004,0.91972476,-1.0273238,0.47410718,0.15914685,-1.2331624,-1.0526094,0.88233966,0.42055544,-1.1369998,-1.0062828,0.9825504,0.71589947,-1.1833223,0.505786,-0.5922919,0.9168957,-0.8203099,0.30818775,0.8673144,0.01022763,-0.5287713,0.7345868,0.4959285,0.97697234,0.75299114,-1.1511741,-0.33873442,1.0123788,-0.05581616,-1.1309073,-1.0698007,-0.31937593,0.88283324,0.5605425,0
3,-1.3411361,-1.1874698,0.7661954,-1.0564394,1.0766759,0.71348345,-0.19996843,1.0403463,0.5135249,-1.1516492,0.70591646,-0.84488535,-1.2492125,-1.1045798,0.30556113,0.7916121,0.7846562,0.98026747,0.66504735,1.2463745,-1.1549089,-0.3008297,0.32507017,0.9826388,0.64701587,0.94079584,-0.42883334,-0.38239068,0.7016292,0.78395593,0.5867183,-0.6002593,1.1101772,0.62667257,0.43450668,0.70345324,1.1165794,-1.1528574,-0.17223129,-1.2478927,-0.6034198,0.84815776,-1.2249755,1.2639049,-1.2606043,-0.91301894,-1.0501295,-1.2677418,-1.2758248,-0.3670612,-1.1275793,0.8799344,0.8010525,-1.1924297,-1.0248652,0.55342275,0.26496965,0.864849,-1.1262798,0.05144937,1.0135152,-0.2149802,0.91580343,-1.0287118,1.1381072,0.9633449,0.9939641,-1.0550529,-0.017793803,-0.06339591,-1.2086279,-1.0267018,0.7032647,0.4474275,-1.2992611,-1.1505346,1.0227517,0.6314356,-1.1181611,1.1060792,0.026892575,0.89764285,-1.0213113,0.28667593,0.89053905,-0.15646617,-0.88443166,0.81899107,0.57339126,1.2243867,0.8921969,-1.2002683,0.11411185,1.1683956,0.29133487,-1.0828925,-1.1076045,-0.4235689,0.84843147,0.51357955,0
4,0.8001544,-0.2739672,0.20406412,0.03772578,-0.49131793,-0.5328421,-0.3423992,0.08674718,0.714713,0.35096484,0.2946217,1.0933019,0.32382953,0.2639846,0.85842675,0.6203392,0.55567247,-0.031618033,-1.2716832,-1.8889819,0.22473712,-0.5468243,-0.0824937,-0.42581096,0.56291115,0.35664448,2.029223,0.74351794,0.8158183,0.3635342,1.1269355,-1.082979,-0.20949604,-0.22127621,-0.46065316,1.2256677,-0.49033803,0.37486058,-0.4363404,-0.73541635,-0.85839593,0.33926567,-0.17719398,-0.13104118,0.28932816,-0.95648056,0.67590827,1.009588,0.35923767,0.41938815,0.67871344,0.62725174,0.57116455,0.32235622,0.4914504,0.6981962,-1.4194356,0.4001672,0.49835524,0.23806351,0.08755867,-0.69810194,0.09655911,0.2931669,-0.16452594,0.052608937,0.3266902,0.9977761,0.7137155,0.60063374,0.441522,0.80662805,0.502193,0.30128404,0.5538357,1.0830147,0.28512558,0.41814867,0.024776567,-0.33906466,-0.23057665,0.42091858,0.12315309,0.119786665,0.9719484,1.734641,0.2172675,0.3813629,0.05121502,-0.7081939,0.36778343,0.40366015,0.08106286,-0.54345053,0.8502884,0.43028656,0.115097806,-0.8458382,0.5617428,1.1655188,0
5,-1.3289721,-1.1371458,0.8570742,-1.080361,1.1045545,0.7428676,-0.09332541,1.1557755,0.3072423,-1.1288472,0.7105011,-0.872931,-1.1867846,-1.1938496,0.48616472,0.78499585,0.75303364,1.0186975,0.6505785,1.2360425,-1.1999761,-0.2333693,0.38120168,0.7497133,0.74888486,0.966288,-0.32910708,-0.497872,0.7847669,0.80725396,0.43987504,-0.61393297,1.0314867,0.4374811,0.6613809,0.73107237,1.1637816,-1.1347394,-0.16538244,-0.9188726,-0.530183,0.8915465,-1.2935061,1.2563089,-1.2459784,-0.92858493,-1.1737785,-1.3832681,-1.2181038,-0.35078067,-1.0661614,0.96958756,0.72769576,-1.197616,-1.0909798,0.36849436,0.46250454,0.8827104,-1.2384626,-0.08259099,1.0415206,-0.3864649,0.9387942,-1.1198905,1.1320959,0.9847051,0.98406166,-1.1866535,0.09259315,0.19960785,-1.203972,-0.9852193,0.8384534,0.61419034,-1.275045,-1.1248734,1.0537431,0.5530971,-1.1133171,0.95470566,-0.066337354,0.92662036,-1.0574083,0.32479048,0.76470786,-0.16682045,-0.96876377,0.907084,0.50006545,1.0897278,0.89182544,-1.1566356,0.16012491,0.9582606,0.1672639,-1.0636407,-1.0751473,-0.49129638,1.0510776,0.3289416,0
6,-0.42287228,-0.77071583,0.5969869,-1.0171804,1.0317211,0.36688703,-0.040315937,0.57065415,0.9347086,-0.76089156,1.0449653,-0.030901128,-0.933032,-0.6771361,1.1099392,0.8551533,0.4293738,0.89696956,-0.44398502,0.5995742,-0.9631245,-0.3321807,0.5708778,1.1101289,0.6136117,0.84479606,1.2155515,0.279225,0.7174922,0.7169838,0.9517474,-0.31098214,0.7817384,0.6722343,-0.50431335,0.48570597,0.69730586,-0.6840855,-0.8413805,-0.99756664,0.06604877,0.738337,-0.41398942,0.53794783,-0.83026016,-0.66241735,-0.85796136,-0.73739487,-0.94649976,0.19803262,-0.8496821,0.7682227,0.8646011,-0.8093363,-0.66229284,1.2053285,0.46549624,0.78331834,-0.944199,-0.081995495,0.8260934,-0.4736931,0.79134214,-0.8811743,1.1203467,0.83230704,0.8539306,-0.83033824,0.9348395,0.9070813,-0.8196556,-0.7577399,0.8052055,0.4259763,-0.67979026,-0.7458341,0.8294001,0.99946535,-0.83101606,0.5512187,-0.19398788,0.8049219,-0.6445294,-0.41429442,0.7640823,0.45619205,-0.9236537,0.8327194,0.5819513,0.20287128,0.8139112,-0.8453729,-0.54796576,0.84380466,0.034979306,-0.97469616,-0.79007787,-0.7603127,0.8064719,1.0177066,0
7,1.0602038,0.9758528,0.15035018,0.8523166,-0.5375358,-0.12265394,-1.2071491,-1.6987128,0.95924014,0.9649259,-0.15611604,-0.16076697,0.97455364,1.1895318,-0.45930833,-0.6963123,-0.5670578,-0.50527185,0.36426595,0.43184316,0.95775306,-0.087519675,-0.79512244,-0.15839222,0.23279047,-0.63855094,-0.9199673,0.052158896,-0.49894252,-0.8011257,-0.3747235,0.3534803,-0.55915946,1.2040722,0.028165799,0.3894624,-1.648068,1.0992506,0.09841545,1.1035357,0.1969083,-0.7724227,0.8584789,-0.67013466,1.2403213,-0.47242156,1.0486363,1.1812162,0.947554,0.4908883,0.65535945,-0.9109646,-0.25063536,0.9177101,0.55219287,1.2225378,-0.823001,-0.7315329,1.556303,-0.27414975,-0.5235239,-0.03317374,-0.36137548,0.7694183,-0.96515846,-0.8161254,-0.5223588,1.2496979,0.030848373,0.25870886,0.8716049,-0.7153782,-0.9598827,-0.2580784,0.9917801,0.8896455,-0.43132788,-1.0888969,0.7047398,-1.2826849,0.92702246,-0.42255268,0.29075485,1.3819189,-0.32865408,-0.041777592,-0.08653537,-0.5709174,-0.9535748,-0.10186283,-0.2911778,1.010575,-0.5976638,-0.34324628,1.393654,1.0033251,0.7195471,0.58041084,-0.75012374,-1.2532841,0
8,1.0318459,1.2521186,-1.0229186,1.2577839,-1.4553328,-1.0832715,0.40107363,-1.3843205,-0.1811728,1.0297508,-1.5090748,1.3366754,1.3301113,1.0137919,-0.9411745,-1.0492901,-0.92573076,-1.3708508,0.4864228,0.18658204,0.99996966,0.9809289,-0.29123026,-1.7851112,-1.6748339,-1.1588366,-1.5052885,-0.77833754,-0.8042988,-1.1953932,-1.0316578,0.8387263,-1.1645286,-0.85540324,-0.51095194,-1.170774,-0.6627095,1.2316061,0.66492474,1.4765288,0.9323299,-0.9614671,1.2175642,-1.3071898,1.9146963,0.8110821,1.2277566,0.85780704,1.1133327,0.78630644,1.1560181,-0.6626033,-0.95122,1.1757414,1.3204547,-1.4124535,-0.9008118,-1.2534927,0.5083381,0.46302626,-1.3777996,1.0063862,-0.9653342,1.1475209,-0.9229041,-1.0935732,-1.175409,0.8557685,0.14963804,-1.2046361,1.1849861,0.76423687,-1.088774,-0.7832261,1.1883625,1.3160932,-1.0883131,-0.5768686,0.9372569,-0.9918845,-0.42508054,-1.0117434,1.247038,-0.97669095,-0.6929427,0.3381368,1.515101,-1.2452595,-0.66814125,-0.4721963,-1.4104378,1.0417259,1.1364359,-1.0395648,-0.94538033,0.9843387,1.2341164,0.9803649,-1.1336025,-1.0188372,0
9,0.95938987,1.2206322,-1.5179975,1.1645193,-0.8837198,-1.1062639,0.8319087,-1.0185386,-0.15092053,1.4255701,-1.5425438,0.3342377,0.9408014,1.4356009,-0.84942955,-1.5892465,-1.7814777,-1.4075974,-0.98697376,-0.67816854,1.1256266,0.49919823,-0.06258028,-1.4295169,-1.6184355,-1.4797559,-0.9094218,0.3078504,-1.5147915,-1.6308868,-1.3291142,1.6052488,-1.0826187,-1.5244509,-1.2249956,-1.517657,-1.1666785,0.9164962,1.2896445,1.1629558,0.9543479,-1.651152,0.57577956,-1.0430876,0.7663761,1.661758,1.1119206,1.1273168,1.1599814,0.41368312,1.3251088,-1.7040952,-1.7092532,1.3203936,1.1787103,-1.6083636,0.28327677,-1.4826998,0.9816658,0.73339427,-1.505389,1.8970584,-1.6814712,1.3585844,-1.066111,-1.4940194,-1.5199254,1.0856526,-1.6966391,-0.9487758,1.1919904,0.5829756,-1.4123935,-1.4894722,1.0640459,0.7987651,-1.4709929,-1.1106895,1.3803786,-1.1614385,-0.0613304,-1.6551174,1.3835292,-0.84734315,-1.8544079,-1.2388622,1.2072831,-1.4639316,-1.8573456,-1.4861599,-1.514617,1.281579,-1.243707,-0.5882232,-0.35005242,1.3553251,1.346491,1.3454577,-1.2012829,-1.6060625,0
