,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Class
10,0.46708128,0.011126922,0.050002415,-0.2507617,0.010638091,-0.6740154,0.025543276,-0.26798752,1.1051725,0.13213304,0.77229166,0.95679224,0.2700032,0.19097064,1.5461507,0.449522,0.37181336,0.2433135,-1.0693334,-0.1733229,-0.01766035,-1.0162573,0.8259967,-0.12694415,0.5770938,0.5634051,1.4354007,0.9243611,0.9749599,0.53804535,1.1425823,-0.14992706,0.18583445,0.41980383,-0.50582415,1.0900536,-0.3126266,0.54928535,-1.4296367,0.058425605,0.20422786,0.45751986,0.89556193,-0.81138426,0.14534956,-0.89266056,-0.024550855,0.25558808,0.2482392,0.899873,0.05337587,0.67078674,0.42681983,0.2618217,0.047549173,1.0094676,0.46292916,0.3320593,0.07946459,0.577076,0.24284552,-1.1707077,0.16069855,-0.34943146,0.23688532,0.45551202,0.4857245,0.3397939,1.9107052,1.56667,0.15652397,0.5168112,0.817966,0.20022821,0.42353222,0.99593395,0.49058557,1.2015233,-0.1315675,-0.9038029,-0.56887054,0.5654421,0.108134046,-0.4778495,0.46497843,1.5155698,0.011024644,0.61097926,0.46043304,-1.1446548,0.5248679,0.11030371,-0.10254899,-0.09391389,-0.1664327,0.13548721,-0.018400513,-0.995264,0.59746903,0.75127274,0
11,0.871391,1.0425678,-1.7107987,1.0857484,-1.4669654,-1.3380953,0.9833698,-1.0180743,0.23094937,1.1400012,-1.2937587,0.90730435,1.2679925,1.1257951,-0.47202674,-0.8771087,-1.0392772,-1.6093683,-0.43262148,-0.5897022,1.1880757,0.1156893,0.64031214,-1.3990169,-1.3494725,-0.94956785,0.4515066,0.99806327,-0.42441195,-0.7565475,-0.47998443,1.1701995,-0.76588225,-1.2652647,-0.93517643,-1.9120226,-0.38224363,1.1868367,0.25328794,0.8660142,1.1463999,-0.8971709,1.1801647,-1.5217961,1.0690134,1.1578164,1.0598161,0.96935606,1.1703007,0.8796929,0.9840123,-1.0152977,-0.9550466,1.2306145,0.7780009,-1.549539,0.5427998,-0.93364507,0.59774506,1.1236482,-1.3127289,1.1602396,-1.6452208,1.0778021,-0.88924116,-0.8927773,-0.9932675,0.7088389,-0.78824,-0.4157939,0.8839737,2.1522374,-0.6844167,-0.9568543,1.069895,1.528268,-1.1014154,-0.18470354,0.8269501,-0.9713343,-0.69429374,-1.170902,1.3474724,-0.23268759,-0.85170573,-0.23910898,1.5211282,-1.014537,-1.3627404,-1.158202,-1.5535803,1.2593088,-0.059297208,-0.73854506,-2.085787,1.0701022,1.0591567,0.6979224,-0.9163388,-1.0940793,0
12,1.0366422,1.2654396,-1.6037352,1.2379036,-1.0934741,-1.3414239,0.72343624,-1.516478,0.3112587,1.4708039,-1.6691408,0.6505295,1.3472486,1.2930354,-0.72210705,-1.3934295,-1.4833167,-1.3899845,0.14424352,-0.3072922,1.1782773,0.4060885,-0.0023333647,-1.3354439,-1.8823195,-1.4709328,-0.4576747,0.21515861,-1.2114123,-1.4046274,-1.129768,1.5122725,-0.9399692,-0.68589276,-1.1300726,-1.6453995,-1.097699,0.8331959,1.1152812,1.237534,0.8307599,-1.4226424,0.8655904,-1.0648235,1.0822222,1.3625394,1.1609187,1.0558022,1.2654116,0.5977808,1.2107222,-1.6379064,-1.5091909,1.372348,1.1853033,-1.6860838,0.18326028,-1.632986,0.77485585,0.9575955,-1.4533137,1.6685555,-1.787368,1.3581607,-0.96847355,-1.1448231,-1.3771149,0.92539597,-1.2455509,-1.2780039,1.1860477,0.51064867,-1.2463015,-1.2260989,1.0931162,1.0104315,-1.5648922,-1.1158026,1.2107977,-1.0176597,-0.21149994,-1.5976727,1.5666841,-0.57767045,-1.3921394,0.025997117,1.2005036,-1.3374078,-1.5835067,-0.9772418,-1.6258148,1.2119592,0.09138296,-0.42642048,-0.49143395,1.3404746,1.3148566,1.1893557,-1.0462081,-1.5300119,0
13,1.1057516,1.2434806,-1.6005764,1.2367517,-1.0430329,-1.1341016,1.0130404,-1.1102512,-0.6163467,1.2569907,-1.5231777,0.83966625,1.0964298,1.2566556,-1.223228,-1.4885901,-1.5438709,-1.4919995,-0.83168983,-0.79949784,1.1776834,0.44729406,0.04706242,-1.746793,-1.723675,-1.4039801,-0.7575965,-0.14732485,-1.5907876,-1.6581868,-0.9885056,1.3971195,-1.179545,-1.6552796,-0.95331585,-1.3628979,-0.6049796,1.0755953,1.0956788,1.2284218,1.150806,-1.5204595,0.88416827,-0.96082824,1.2482162,1.4649074,1.1083484,0.9489113,1.1387811,0.14365189,1.2825133,-1.3636911,-1.6433312,1.2141547,1.5507144,-1.7013087,0.19350387,-1.4163933,0.41840234,0.5722642,-1.5391443,1.7978643,-1.3994294,1.346072,-1.0346632,-1.497761,-1.5055343,1.0722739,-1.417809,-0.8203271,1.2486309,1.3970293,-1.3436991,-1.5080069,1.11299,0.88062876,-1.5581585,-0.87002176,1.3064197,-0.9613271,-0.33410364,-1.5131536,1.3712735,-2.0347788,-1.5258785,-0.37005726,1.3121712,-1.5048184,-1.7918029,-1.5141897,-1.4653108,1.2505095,-0.7025999,-0.8027874,-0.24525432,1.1539061,1.2502563,1.6352834,-1.1115909,-1.594067,0
14,0.8858618,1.2151728,-1.5825177,1.3476096,-1.4635614,-1.1643394,0.63825023,-1.1909953,-0.19807282,1.4167857,-1.6037928,0.5009791,1.1790935,1.164572,-1.0077757,-1.4523002,-1.4574307,-1.5662735,-0.21940808,-0.3992283,1.2633008,0.39123616,0.017129334,-1.2893479,-1.7453994,-1.361206,-0.19385883,0.14852019,-1.0284948,-1.3242955,-1.2349974,1.5579355,-1.1392394,-1.0766064,-1.1389545,-1.6268307,-0.95533246,0.99825746,1.1471087,1.1081077,0.97973245,-1.4566225,0.88582915,-1.2978755,1.0933098,1.4762633,1.1642874,1.0583454,1.2227585,0.5788585,1.2648326,-1.5923302,-1.2929817,1.3451785,1.0052518,-2.0497062,-0.25042188,-1.4653311,0.7562717,0.88921106,-1.4809811,1.8011078,-1.7208174,1.3548516,-1.2294952,-1.2886899,-1.4697758,0.9500263,-1.3786411,-1.238771,1.0477061,1.0855085,-1.2373679,-1.1069461,1.0953819,1.2793745,-1.402593,-0.91002804,1.1854475,-0.993412,-0.20555367,-1.5549281,1.4765495,-0.6796495,-1.4733561,-0.88033354,1.4470099,-1.3807237,-1.5930711,-1.107237,-1.7952758,1.3312734,-0.030433886,-0.83836627,-1.4862814,1.2850881,1.3016989,1.288372,-1.347375,-1.3479707,0
15,-0.9773942,-0.97805643,0.60426843,-1.1244152,0.95725906,0.49002907,0.28699148,0.6396281,0.3534773,-1.1906832,1.0884787,-0.016754918,-1.1434994,-0.8608359,1.1077867,0.7073394,0.82899827,0.97188526,0.41477117,0.6439545,-1.0638366,-0.97391266,0.45686612,0.9167181,0.892031,0.92871916,1.3002937,0.099862345,0.8590232,0.8148042,0.5340298,-0.41355228,1.0538758,0.7772225,-0.15034148,-0.42793715,1.0580525,-0.84577537,-0.81842333,-1.1705796,0.10414436,0.9273779,-0.5758159,0.6731323,-0.9532277,-0.90837497,-1.2166415,-1.0519933,-1.2269123,0.048607312,-1.3545462,0.74561507,0.8528399,-1.0903027,-1.1363704,1.2213695,0.4576642,0.886043,-1.3691998,-0.019851226,0.8800605,-0.58784807,0.9068531,-1.1227831,0.86920995,0.90717083,0.8742403,-1.309232,0.5018517,0.8098423,-1.2153766,-0.6875246,0.7169805,0.33836758,-1.0816811,-0.9916955,0.90590847,0.9914502,-1.1636729,1.014773,-0.37846968,0.9279921,-0.8926036,0.3640421,0.80924916,0.07978948,-0.686567,0.82844275,1.0992306,0.780544,0.8038838,-1.2307469,-0.8732967,1.0019763,-0.13367401,-1.3183736,-1.1252222,-0.24396244,0.8217208,0.9119137,0
16,0.9603585,0.8906994,-1.4043783,0.6779047,-1.4250245,-1.3640172,1.1864938,-0.99419177,0.524411,0.8911768,-0.75695586,1.2080494,1.3224807,1.0390228,-0.20674984,-0.28744626,-0.531694,-1.2576162,-0.10606749,-0.5408802,1.064973,-0.3408767,0.8011932,-1.2716538,-0.69791436,-0.58780146,0.43440127,1.3054627,0.030070959,-0.13895042,0.0663562,0.70656645,-0.62368464,-1.152477,-0.8491233,-0.8794839,-0.3899558,1.2353781,-0.53175133,0.69287294,0.8766976,-0.41253442,1.3513404,-1.5245117,0.78160715,0.75378937,0.89580375,0.7461357,1.0749851,0.90118617,0.6703534,-0.49184343,-0.5545331,1.0281116,0.32202506,-0.8303097,1.2091564,-0.6984195,0.38014153,1.2063501,-0.9007336,0.34761629,-1.395143,0.6883917,-0.7887254,-0.3187383,-0.45552105,0.62946683,0.22724809,0.091466434,0.725229,2.0666044,-0.19385026,-0.7097793,1.0303252,1.6432292,-0.79028314,0.12035593,0.44973454,-1.2216417,-1.1007622,-0.6173921,1.1888287,0.50947136,-0.27161756,0.93052983,1.1885085,-0.64945304,-0.44444764,-0.7630511,-1.1513178,1.0346452,0.21774323,-0.35534698,-1.8958297,0.7984137,0.8129208,0.09298342,-0.47381517,-0.7294088,0
17,-0.23390113,0.026386475,1.3172692,0.63198775,0.12711899,1.9774177,-3.1552274,1.3150637,-1.6956999,-0.057082713,0.069362596,-3.1475215,0.030985763,-0.624477,-2.4257693,0.39853337,1.2513261,0.7881991,2.6852567,0.33908823,1.1536024,2.5515149,-2.4142888,1.600611,0.7065453,0.30099717,-0.55380994,-2.6130235,0.015171525,0.42159408,-0.5833419,-2.8943,-1.1408298,3.9622536,3.4187028,0.87683237,-0.3253445,-1.0795622,1.0683308,-0.14010088,-3.6737618,0.197744,-0.8053809,0.43467295,-0.12518202,0.9649301,0.5496582,0.9546171,0.51976407,-3.2226698,0.46364504,-0.1454109,0.686911,0.3449338,0.53031486,-0.71326584,-1.6613511,0.39309904,0.50384885,-2.8746414,0.4812711,-0.6928057,0.73364866,0.51756287,-1.2632977,0.23329502,0.17303324,0.46597043,-0.39488596,-1.9800013,0.7929406,1.4471221,-0.21609767,2.8606153,-0.19605817,-0.5872227,0.1821322,-1.1762048,0.73792374,0.99134976,3.4204955,-0.12449081,-0.5960824,2.1993816,0.7005088,-0.9161403,-1.0076011,0.48448196,2.0461214,1.1648246,0.19728073,0.09261433,1.0034478,-2.409025,2.164121,0.77785254,0.5581652,-0.64427805,-0.29110873,1.0273722,0
18,-1.3097724,-1.180417,0.77538437,-1.1158179,1.0582863,0.6798566,0.0057591028,0.95748305,0.39415458,-1.2781533,0.7591277,-0.7454419,-1.2458229,-1.0850538,0.47516558,0.77200323,0.86943316,0.9767732,0.9105191,1.1348425,-1.175697,-0.47718164,0.35289398,1.0479829,0.74143255,0.94031066,-0.3748585,-0.33469144,0.71777904,0.8319248,0.5650552,-0.4820468,1.1090221,0.838176,0.4978079,0.55942035,1.1618204,-1.1563241,-0.35327086,-1.3203752,-0.576943,0.9274285,-1.1090567,1.1322969,-1.3134516,-0.98597234,-1.1294138,-1.3904849,-1.3137615,-0.24184346,-1.2817228,0.8175836,0.7646403,-1.2425088,-1.1646606,0.616019,0.4580674,0.887386,-1.1447643,0.07150765,1.0364008,-0.3122359,0.97465736,-1.1377069,1.0689417,1.0052867,1.0082711,-1.2155604,0.056146245,-0.049427874,-1.3321066,-1.0666729,0.71576875,0.42286956,-1.3746033,-1.2371784,1.0080185,0.7025469,-1.1966566,1.0756648,-0.12109979,0.89643157,-1.0816641,0.3737831,0.8595037,-0.067824446,-0.83335733,0.8285009,0.58219564,1.3029664,0.8361001,-1.3338722,0.005021536,1.2289381,0.13691859,-1.2391655,-1.1879421,-0.26764292,0.76268595,0.55151325,0
19,-2.1001942,-1.3659021,1.2498899,-0.663459,1.5528712,1.7602831,-1.6119429,1.4811429,-0.4701912,-0.6674534,0.6371904,-2.1293228,-1.2305342,-1.5475572,-0.4972733,0.8723003,0.9607064,1.3093951,1.8818284,1.9565245,-0.8389227,0.38967448,-0.6350231,0.40444398,0.68462396,0.93007475,0.15487492,-1.7966857,0.27336806,0.6980115,-0.29698703,-1.7154716,1.039735,1.1064407,1.6002631,0.5587811,1.6009923,-1.8532906,1.5229977,-0.8668968,-2.1590052,0.5571181,-2.610516,2.2167504,-1.0230783,-0.9560496,-0.74332273,-1.0927838,-1.00445,-2.8966486,-0.64520496,0.37552476,1.1531793,-1.1283405,-0.6875691,-0.21732187,-0.87640023,1.1240028,-1.137794,-1.1569659,1.1889491,0.2561736,0.8976264,-0.5391938,1.0139133,1.0353632,0.9045521,-0.9771537,-0.74602616,0.9648823,-0.53071594,0.28352627,0.614737,2.0943766,-1.303827,-1.3233752,0.9589127,-0.33852208,-0.18390983,1.174801,1.4024978,0.69815516,-1.6095595,-0.6075545,0.63603854,-0.89718676,-2.281505,1.1240543,0.60183775,1.1125517,0.8038222,-0.85763794,1.812661,-0.36009791,1.5364012,-0.32202703,-0.66536415,-1.4983081,0.97587335,0.41878775,0
20,-0.76793313,-0.8668782,0.5708464,-1.0609528,1.1471101,0.7934723,0.32668063,0.6761591,0.19244194,-1.1476566,0.8474641,-0.14206715,-0.91975135,-0.8594227,0.6533455,0.87238073,0.83233625,0.76465183,0.30629513,0.09404648,-0.9683992,-0.30555618,0.4227326,0.7579158,1.007532,0.78192514,0.3123982,0.13974243,0.76819277,0.8421518,0.6361871,-0.28133556,1.0441923,0.10948549,0.21823625,0.3483383,0.99257016,-0.86254084,-0.53958017,-1.242858,0.17577842,0.81393224,-0.40119094,0.6826194,-0.5191719,-0.5324415,-1.0259079,-0.969781,-1.0328006,0.046295837,-1.0533693,0.63375,0.7989753,-0.9468086,-1.0985887,0.54611576,0.37179732,0.9716271,-0.99392587,0.0244766,0.86695665,-0.3585081,0.9303965,-0.87768555,1.1158954,0.907713,0.886534,-1.1366459,0.5476404,0.3984664,-1.1060236,-0.687146,0.77116615,0.7305056,-0.99060583,-1.0526124,0.8663335,0.6306501,-1.1580653,0.77885634,-0.4427855,0.89033616,-0.8429335,0.15947424,0.85363054,0.3345893,-0.66962254,0.7528903,0.5103321,1.0715499,0.7812461,-1.0225519,-0.9026487,1.0476705,-0.27366635,-1.2435421,-1.0966492,-0.5106028,0.75763285,0.8446895,0
